OB-Category;OB-Rating;OB-in-Title?;Bug-Category;Experiment Name;# of Retrievals;MRR;MAP;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10;Avg. Hits;# of Success;# of Failure
Easy;4;1;All;BLIP_results_with_details.csv;23;0.4391821946169772;0.4324463579898362;0.21739130434782608;0.391304347826087;0.5217391304347826;0.6956521739130435;0.6956521739130435;0.9130434782608695;0.9565217391304348;1.0;1.0;1.0;0.7391304347826086;23;0
Easy;5;0;All;BLIP_results_with_details.csv;28;0.6306972789115646;0.5818404066171923;0.42857142857142855;0.6785714285714286;0.7857142857142857;0.8928571428571429;0.8928571428571429;0.9285714285714286;0.9642857142857143;0.9642857142857143;0.9642857142857143;1.0;0.85;28;0
Easy;5;1;All;BLIP_results_with_details.csv;21;0.3979562765277051;0.3500634726825203;0.14285714285714285;0.42857142857142855;0.5714285714285714;0.6190476190476191;0.6666666666666666;0.7619047619047619;0.8571428571428571;0.8571428571428571;0.9047619047619048;0.9523809523809523;0.6761904761904762;21;0
Hard;1;0;All;BLIP_results_with_details.csv;16;0.40516098484848484;0.3557338336503468;0.125;0.5;0.625;0.6875;0.6875;0.8125;0.8125;0.8125;0.8125;0.875;0.675;16;0
Hard;1;1;All;BLIP_results_with_details.csv;1;0.0833333333333333;0.0833333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0
Hard;2;0;All;BLIP_results_with_details.csv;44;0.392685653166874;0.3756928746514385;0.2727272727272727;0.36363636363636365;0.38636363636363635;0.4090909090909091;0.4772727272727273;0.5681818181818182;0.6363636363636364;0.6363636363636364;0.6590909090909091;0.7045454545454546;0.5113636363636364;44;0
Hard;2;1;All;BLIP_results_with_details.csv;10;0.248388591947914;0.25588859194791397;0.1;0.2;0.3;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.4;10;0
Hard;3;0;All;BLIP_results_with_details.csv;27;0.42196589036974314;0.4301910070388518;0.2962962962962963;0.4074074074074074;0.4074074074074074;0.4444444444444444;0.5555555555555556;0.5925925925925926;0.5925925925925926;0.6296296296296297;0.6666666666666666;0.7407407407407407;0.5333333333333333;27;0
Hard;3;1;All;BLIP_results_with_details.csv;11;0.3647546897546897;0.37794092157606146;0.18181818181818182;0.2727272727272727;0.45454545454545453;0.45454545454545453;0.6363636363636364;0.6363636363636364;0.7272727272727273;0.8181818181818182;0.9090909090909091;0.9090909090909091;0.6;11;0
Hard;4;0;All;BLIP_results_with_details.csv;13;0.5847069597069597;0.5749058811558811;0.3076923076923077;0.7692307692307693;0.8461538461538461;0.8461538461538461;0.8461538461538461;0.8461538461538461;0.9230769230769231;1.0;1.0;1.0;0.8384615384615385;13;0
Hard;4;1;All;BLIP_results_with_details.csv;6;0.1884259259259259;0.2528305259555259;0.0;0.0;0.16666666666666666;0.3333333333333333;0.5;0.5;0.5;0.6666666666666666;1.0;1.0;0.4666666666666666;6;0
Hard;5;0;All;BLIP_results_with_details.csv;2;0.5714285714285714;0.5714285714285714;0.5;0.5;0.5;0.5;0.5;0.5;1.0;1.0;1.0;1.0;0.7;2;0
Easy;2;All;All;BLIP_results_with_details.csv;2;0.55;0.55;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;1.0;0.55;2;0
Easy;3;All;All;BLIP_results_with_details.csv;16;0.49789186507936506;0.45118631462728287;0.25;0.625;0.6875;0.6875;0.6875;0.75;0.875;0.9375;0.9375;0.9375;0.7375;16;0
Easy;4;All;All;BLIP_results_with_details.csv;57;0.35996206522522306;0.34462211935665304;0.19298245614035087;0.2807017543859649;0.38596491228070173;0.5263157894736842;0.543859649122807;0.6666666666666666;0.7368421052631579;0.7543859649122807;0.7719298245614035;0.8070175438596491;0.5666666666666667;57;0
Easy;5;All;All;BLIP_results_with_details.csv;49;0.5309511350327677;0.4825074349309043;0.30612244897959184;0.5714285714285714;0.6938775510204082;0.7755102040816326;0.7959183673469388;0.8571428571428571;0.9183673469387755;0.9183673469387755;0.9387755102040817;0.9795918367346939;0.7755102040816326;49;0
Hard;1;All;All;BLIP_results_with_details.csv;17;0.38622994652406417;0.3397102748081695;0.11764705882352941;0.47058823529411764;0.5882352941176471;0.6470588235294118;0.6470588235294118;0.7647058823529411;0.7647058823529411;0.7647058823529411;0.7647058823529411;0.8235294117647058;0.6352941176470588;17;0
Hard;2;All;All;BLIP_results_with_details.csv;54;0.3659639751633628;0.35350689637300803;0.24074074074074073;0.3333333333333333;0.37037037037037035;0.4074074074074074;0.48148148148148145;0.5555555555555556;0.6111111111111112;0.6111111111111112;0.6296296296296297;0.6666666666666666;0.49074074074074076;54;0
Hard;3;All;All;BLIP_results_with_details.csv;38;0.4054047533495961;0.41506598229962305;0.2631578947368421;0.3684210526315789;0.42105263157894735;0.4473684210526316;0.5789473684210527;0.6052631578947368;0.631578947368421;0.6842105263157895;0.7368421052631579;0.7894736842105263;0.5526315789473684;38;0
Hard;4;All;All;BLIP_results_with_details.csv;19;0.4595655806182122;0.4731978742505058;0.21052631578947367;0.5263157894736842;0.631578947368421;0.6842105263157895;0.7368421052631579;0.7368421052631579;0.7894736842105263;0.8947368421052632;1.0;1.0;0.7210526315789474;19;0
Hard;5;All;All;BLIP_results_with_details.csv;2;0.5714285714285714;0.5714285714285714;0.5;0.5;0.5;0.5;0.5;0.5;1.0;1.0;1.0;1.0;0.7;2;0
All;All;0;All;BLIP_results_with_details.csv;173;0.44730384980718935;0.42323273345839296;0.2832369942196532;0.4508670520231214;0.5086705202312138;0.5664739884393064;0.6069364161849711;0.6705202312138728;0.7283236994219653;0.7398843930635838;0.7572254335260116;0.8092485549132948;0.6121387283236994;173;0
All;All;1;All;BLIP_results_with_details.csv;81;0.3682110458109621;0.3599582026859484;0.14814814814814814;0.345679012345679;0.48148148148148145;0.5679012345679012;0.6296296296296297;0.7160493827160493;0.7777777777777778;0.8271604938271605;0.8765432098765432;0.8888888888888888;0.625925925925926;81;0
All;1;All;All;BLIP_results_with_details.csv;17;0.38622994652406417;0.3397102748081695;0.11764705882352941;0.47058823529411764;0.5882352941176471;0.6470588235294118;0.6470588235294118;0.7647058823529411;0.7647058823529411;0.7647058823529411;0.7647058823529411;0.8235294117647058;0.6352941176470588;17;0
All;2;All;All;BLIP_results_with_details.csv;56;0.37253669033609993;0.3605245072168292;0.25;0.3392857142857143;0.375;0.4107142857142857;0.48214285714285715;0.5535714285714286;0.6071428571428571;0.6071428571428571;0.625;0.6785714285714286;0.4928571428571429;56;0
All;3;All;All;BLIP_results_with_details.csv;54;0.43280834201026835;0.4257683029893001;0.25925925925925924;0.4444444444444444;0.5;0.5185185185185185;0.6111111111111112;0.6481481481481481;0.7037037037037037;0.7592592592592593;0.7962962962962963;0.8333333333333334;0.6074074074074074;54;0
All;4;All;All;BLIP_results_with_details.csv;76;0.3848629440734704;0.3767660580801162;0.19736842105263158;0.34210526315789475;0.4473684210526316;0.5657894736842105;0.5921052631578947;0.6842105263157895;0.75;0.7894736842105263;0.8289473684210527;0.8552631578947368;0.605263157894737;76;0
All;5;All;All;BLIP_results_with_details.csv;51;0.532538485479662;0.4859945383229697;0.3137254901960784;0.5686274509803921;0.6862745098039216;0.7647058823529411;0.7843137254901961;0.8431372549019608;0.9215686274509803;0.9215686274509803;0.9411764705882353;0.9803921568627451;0.7725490196078432;51;0
Easy;All;All;All;BLIP_results_with_details.csv;124;0.44839284819123526;0.41617182378209727;0.25;0.4435483870967742;0.5483870967741935;0.6451612903225806;0.6612903225806451;0.75;0.8225806451612904;0.8387096774193549;0.8548387096774194;0.8951612903225806;0.6709677419354839;124;0
Hard;All;All;All;BLIP_results_with_details.csv;130;0.39698421193552696;0.3905428550529519;0.23076923076923078;0.3923076923076923;0.45384615384615384;0.49230769230769234;0.5692307692307692;0.6230769230769231;0.6692307692307692;0.7;0.7384615384615385;0.7769230769230769;0.5646153846153845;130;0
