# of Queries;MRR;MAP;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10
254;0.42208134144618775;0.4030546350624559;0.24015748031496062;0.41732283464566927;0.5;0.5669291338582677;0.6141732283464567;0.6850393700787402;0.7440944881889764;0.7677165354330708;0.7952755905511811;0.8346456692913385
