# of Queries;MRR;MAP;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10
254;0.4125982036653583;0.39944625085361696;0.2440944881889764;0.3858267716535433;0.47244094488188976;0.5669291338582677;0.6181102362204725;0.65748031496063;0.6889763779527559;0.7244094488188977;0.7677165354330708;0.7874015748031497
