# of Queries;MRR;MAP;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10;# of Failed Cases
254;0.39846269216347957;0.35514536739334723;0.3110236220472441;0.4409448818897638;0.48031496062992124;0.5039370078740157;0.5118110236220472;0.5196850393700787;0.5236220472440944;0.5236220472440944;0.5236220472440944;0.5236220472440944;66
