# of Queries;MRR;MAP;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10
254;0.516755861500474;0.5042868809365251;0.33858267716535434;0.5118110236220472;0.5984251968503937;0.7007874015748031;0.7440944881889764;0.7992125984251969;0.8267716535433071;0.8464566929133859;0.8700787401574803;0.9015748031496063
