Bug-ID;OB-ID;OB-in-Title?;Bug-Type;OB-Category;OB-Rating;Ground-Truth;Ranked-Documents;First-Rank;Reciprocal-Rank;Average-Precision;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10
Bug2;0;1;App crashes;Easy;3;['d39c2c754950166798705365a33ee5104463a282c70fbcd711ff3d9f25a7e75b', '2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0', '4bfa8dc7a47495036edd455e67d3d7f39276498a2ed0a8d362a59d5c7b005b38', 'f189f23124c6c372973bbff27e30b7107f27022f74836d7085daf2817f565790'];{'4bfa8dc7a47495036edd455e67d3d7f39276498a2ed0a8d362a59d5c7b005b38': 2.621905, 'f189f23124c6c372973bbff27e30b7107f27022f74836d7085daf2817f565790': 2.5680792, 'c73baec5341ca7597ddef244067a27040e0496b4ead7b7f27231070848c360d0': 2.002898, '332580246c8aeb4b5057e22f0e3b054f9dc78fe095da958115e428efc5aca102': 1.9260144, '8230c5642c2f1cae14743e0539d20e3fbc1985c000a155eab7da60ad3fbd1e59': 1.8869748, '39c0cba34d2b959df3bfbca4bea67971d5b18dd222a09b836cc655f6c8824659': 1.8527591, 'b64ffe8e6233b7b997e733e3f12f6556f75e76d0ead17ea4b8bd621253867af1': 1.8232851, 'df0a3aa3f5ce1405b8b49153dbb30a5d3dc00a48c687ded2989d38c10f2b84be': 1.7282319, '0de81c6ee546a153a5384b40f229b2d920375f82815897224de98af91a06ae94': 1.7130761, '01a341ea75bccc28990a34da91f2f22438fc9bcc9af7129e191e44d0090a128a': 1.7127217, '98690af4e4e2db616e01702fea45eb91c76510060bbd2b1f06bf6ca19581fa97': 1.4383619, '72adbf5e593cea0b2062b6b9c16d753fb36e3c783946a4a8d7356471106c80cd': 1.3998682, 'caead4a7727e1c1f5cfd36bf05391cf318af588ab6d690f93472bdf8c7bb0e91': 1.3456007, 'be293305925b6bc1b0d14db30d275d01f79d7459a7492f0c828ec16b0c9369cc': 1.1732382, '4aa7e61d3320dd16f03801825c0866ef1d601202697dc89752c7915c90bbf365': 0.98882854, 'bac05800a221f33162bd4e70d05cb2cb56c3a1ce70feb612e22219defecc036b': 0.97714394, 'eaac9b00d1c80dd5f904609080ef1eef072f385fbd5bf8cb93134ac056f94b26': 0.8222903, '61730fee40943d7766d05209a78150c6b3cb5f45ca1cfb072a033c4a76ccf37a': 0.70359933, 'cbb0534741de39a1bb8fd016708f4263a755f94b48173b17f889df6852a5f3ee': 0.63266623, '1370dcc2f8d66f21cb475cfc8556ad3f9854fc0950c15582e2843d687cd557df': 0.62007785, '23d6f907f0cb794acd2cc1593a2ab2d926b51585b29facc3b6ad4d9fab9ad2a9': 0.23877619, '3e6a2826128216c8584c2c156e0d4a27e194932d71230da2b36e5bc74d671ff7': 0.15755743, '0d2c754fd2d0c34f16fd30929b1fa1564d47cf830d327969ab2c30193473ab35': 0.1034607, 'edb7420417e034ae12bad464e3520240077bd1b4c6c54203a6e8ab0d12c034ea': 0.07250473, '3ebce10e50f37e13423d3c33d043f346be2662cf146215ffc36ad59a34e6af68': 0.04978463, 'f2429a067840e7a366d49127ac598952058d21b9b31e22f3fd5d9fb3819a9e59': 0.047671735, 'df10a7e04ef4889d5fee50d42c33f22ba331ec2d43ce24ca8b4b26de65e40180': 0.03930193, '4eb1d66423d13194a4cdd7289cf2f84c3ea49cb55f7dced58ce2b7885517d47e': -0.033667207, 'a8ea42ee84b2eb016ce6fd4a82c100c85533ca851424f13c19bd4648c20afff6': -0.03989607, 'd39c2c754950166798705365a33ee5104463a282c70fbcd711ff3d9f25a7e75b': -0.046782732, '36815831bf995e75a0678ce627b43d46d8e514244f2b710ef80c415b6f6e4b81': -0.0812428, 'ec8b42819b7cd156177a3b12f51cf4bb2a15956511593da3351744ea670caf6c': -0.085488796, 'ca9f79c616e72abd3b414dd4909c129e8d1f454c3c9c977875ed6c4dde56e178': -0.08710539, '2701a29a01715945a1faf1a0578c10ffb9496390d483166e3540bcdad9603536': -0.1589742, 'ff086dafb94c4763d213ba12caff3fe312b1403d44437056fc6f0e533ef0401b': -0.30378085, '2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0': -0.3158508, '045999488da64db90df09512fd8195752a90293cf360def40728d2471e6230e0': -0.36427855, '83d4d644948d7747a3293f2ae95a57fd391f3be3164eb01736c5a3727ae2ffde': -1.0159831};1;1.0;0.5527777777777778;1;1;1;1;1;1;1;1;1;1
Bug2;1;0;App crashes;Easy;5;['d39c2c754950166798705365a33ee5104463a282c70fbcd711ff3d9f25a7e75b', '2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0', '4bfa8dc7a47495036edd455e67d3d7f39276498a2ed0a8d362a59d5c7b005b38', 'f189f23124c6c372973bbff27e30b7107f27022f74836d7085daf2817f565790'];{'4bfa8dc7a47495036edd455e67d3d7f39276498a2ed0a8d362a59d5c7b005b38': 3.075304, 'f189f23124c6c372973bbff27e30b7107f27022f74836d7085daf2817f565790': 3.012657, '8230c5642c2f1cae14743e0539d20e3fbc1985c000a155eab7da60ad3fbd1e59': 1.6558385, '332580246c8aeb4b5057e22f0e3b054f9dc78fe095da958115e428efc5aca102': 0.97974485, '39c0cba34d2b959df3bfbca4bea67971d5b18dd222a09b836cc655f6c8824659': 0.9139597, '4aa7e61d3320dd16f03801825c0866ef1d601202697dc89752c7915c90bbf365': 0.67097145, 'caead4a7727e1c1f5cfd36bf05391cf318af588ab6d690f93472bdf8c7bb0e91': 0.6446928, 'b64ffe8e6233b7b997e733e3f12f6556f75e76d0ead17ea4b8bd621253867af1': 0.61282885, 'bac05800a221f33162bd4e70d05cb2cb56c3a1ce70feb612e22219defecc036b': 0.59343827, '01a341ea75bccc28990a34da91f2f22438fc9bcc9af7129e191e44d0090a128a': 0.4583089, '0de81c6ee546a153a5384b40f229b2d920375f82815897224de98af91a06ae94': 0.434194, '72adbf5e593cea0b2062b6b9c16d753fb36e3c783946a4a8d7356471106c80cd': 0.419739, 'c73baec5341ca7597ddef244067a27040e0496b4ead7b7f27231070848c360d0': 0.38099414, '1370dcc2f8d66f21cb475cfc8556ad3f9854fc0950c15582e2843d687cd557df': 0.15584643, '98690af4e4e2db616e01702fea45eb91c76510060bbd2b1f06bf6ca19581fa97': -0.0041264594, '045999488da64db90df09512fd8195752a90293cf360def40728d2471e6230e0': -0.010142535, 'be293305925b6bc1b0d14db30d275d01f79d7459a7492f0c828ec16b0c9369cc': -0.15602607, 'f2429a067840e7a366d49127ac598952058d21b9b31e22f3fd5d9fb3819a9e59': -0.15671945, 'cbb0534741de39a1bb8fd016708f4263a755f94b48173b17f889df6852a5f3ee': -0.18903217, 'df0a3aa3f5ce1405b8b49153dbb30a5d3dc00a48c687ded2989d38c10f2b84be': -0.3620159, '61730fee40943d7766d05209a78150c6b3cb5f45ca1cfb072a033c4a76ccf37a': -0.49893618, 'a8ea42ee84b2eb016ce6fd4a82c100c85533ca851424f13c19bd4648c20afff6': -0.5034247, '3e6a2826128216c8584c2c156e0d4a27e194932d71230da2b36e5bc74d671ff7': -0.5604497, 'edb7420417e034ae12bad464e3520240077bd1b4c6c54203a6e8ab0d12c034ea': -0.5661075, '3ebce10e50f37e13423d3c33d043f346be2662cf146215ffc36ad59a34e6af68': -0.5861405, 'd39c2c754950166798705365a33ee5104463a282c70fbcd711ff3d9f25a7e75b': -0.62970567, 'ca9f79c616e72abd3b414dd4909c129e8d1f454c3c9c977875ed6c4dde56e178': -0.6746085, 'eaac9b00d1c80dd5f904609080ef1eef072f385fbd5bf8cb93134ac056f94b26': -0.6930829, '36815831bf995e75a0678ce627b43d46d8e514244f2b710ef80c415b6f6e4b81': -0.6997578, 'ec8b42819b7cd156177a3b12f51cf4bb2a15956511593da3351744ea670caf6c': -0.7009519, '0d2c754fd2d0c34f16fd30929b1fa1564d47cf830d327969ab2c30193473ab35': -0.7088297, '2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0': -0.864786, 'df10a7e04ef4889d5fee50d42c33f22ba331ec2d43ce24ca8b4b26de65e40180': -0.8862413, '2701a29a01715945a1faf1a0578c10ffb9496390d483166e3540bcdad9603536': -0.889906, '4eb1d66423d13194a4cdd7289cf2f84c3ea49cb55f7dced58ce2b7885517d47e': -0.9145447, '23d6f907f0cb794acd2cc1593a2ab2d926b51585b29facc3b6ad4d9fab9ad2a9': -1.1149325, 'ff086dafb94c4763d213ba12caff3fe312b1403d44437056fc6f0e533ef0401b': -1.2033231, '83d4d644948d7747a3293f2ae95a57fd391f3be3164eb01736c5a3727ae2ffde': -2.0569682};1;1.0;0.5600961538461539;1;1;1;1;1;1;1;1;1;1
Bug2;2;0;App crashes;Hard;1;['d39c2c754950166798705365a33ee5104463a282c70fbcd711ff3d9f25a7e75b', '2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0', '4bfa8dc7a47495036edd455e67d3d7f39276498a2ed0a8d362a59d5c7b005b38', 'f189f23124c6c372973bbff27e30b7107f27022f74836d7085daf2817f565790'];{'edb7420417e034ae12bad464e3520240077bd1b4c6c54203a6e8ab0d12c034ea': -1.0017651, '2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0': -1.0061264, 'd39c2c754950166798705365a33ee5104463a282c70fbcd711ff3d9f25a7e75b': -1.1530704, 'a8ea42ee84b2eb016ce6fd4a82c100c85533ca851424f13c19bd4648c20afff6': -1.2199997, 'cbb0534741de39a1bb8fd016708f4263a755f94b48173b17f889df6852a5f3ee': -1.2370877, 'be293305925b6bc1b0d14db30d275d01f79d7459a7492f0c828ec16b0c9369cc': -1.30652, '3e6a2826128216c8584c2c156e0d4a27e194932d71230da2b36e5bc74d671ff7': -1.3870149, 'ca9f79c616e72abd3b414dd4909c129e8d1f454c3c9c977875ed6c4dde56e178': -1.4489868, '36815831bf995e75a0678ce627b43d46d8e514244f2b710ef80c415b6f6e4b81': -1.5365843, 'ec8b42819b7cd156177a3b12f51cf4bb2a15956511593da3351744ea670caf6c': -1.5598906, '0d2c754fd2d0c34f16fd30929b1fa1564d47cf830d327969ab2c30193473ab35': -2.0177033, '3ebce10e50f37e13423d3c33d043f346be2662cf146215ffc36ad59a34e6af68': -2.0384426, 'f189f23124c6c372973bbff27e30b7107f27022f74836d7085daf2817f565790': -2.2021031, '61730fee40943d7766d05209a78150c6b3cb5f45ca1cfb072a033c4a76ccf37a': -2.2074945, '4bfa8dc7a47495036edd455e67d3d7f39276498a2ed0a8d362a59d5c7b005b38': -2.2293088, '72adbf5e593cea0b2062b6b9c16d753fb36e3c783946a4a8d7356471106c80cd': -2.2341309, 'eaac9b00d1c80dd5f904609080ef1eef072f385fbd5bf8cb93134ac056f94b26': -2.2566733, 'b64ffe8e6233b7b997e733e3f12f6556f75e76d0ead17ea4b8bd621253867af1': -2.3388186, 'df0a3aa3f5ce1405b8b49153dbb30a5d3dc00a48c687ded2989d38c10f2b84be': -2.3418913, 'c73baec5341ca7597ddef244067a27040e0496b4ead7b7f27231070848c360d0': -2.3929753, '4aa7e61d3320dd16f03801825c0866ef1d601202697dc89752c7915c90bbf365': -2.4035041, '01a341ea75bccc28990a34da91f2f22438fc9bcc9af7129e191e44d0090a128a': -2.4080245, '8230c5642c2f1cae14743e0539d20e3fbc1985c000a155eab7da60ad3fbd1e59': -2.4827185, '4eb1d66423d13194a4cdd7289cf2f84c3ea49cb55f7dced58ce2b7885517d47e': -2.4843411, 'df10a7e04ef4889d5fee50d42c33f22ba331ec2d43ce24ca8b4b26de65e40180': -2.6015687, '98690af4e4e2db616e01702fea45eb91c76510060bbd2b1f06bf6ca19581fa97': -2.733931, 'bac05800a221f33162bd4e70d05cb2cb56c3a1ce70feb612e22219defecc036b': -2.777548, 'ff086dafb94c4763d213ba12caff3fe312b1403d44437056fc6f0e533ef0401b': -2.781934, 'caead4a7727e1c1f5cfd36bf05391cf318af588ab6d690f93472bdf8c7bb0e91': -2.9652088, '39c0cba34d2b959df3bfbca4bea67971d5b18dd222a09b836cc655f6c8824659': -2.9840803, '83d4d644948d7747a3293f2ae95a57fd391f3be3164eb01736c5a3727ae2ffde': -3.0275955, '0de81c6ee546a153a5384b40f229b2d920375f82815897224de98af91a06ae94': -3.0616598, '332580246c8aeb4b5057e22f0e3b054f9dc78fe095da958115e428efc5aca102': -3.1474268, '23d6f907f0cb794acd2cc1593a2ab2d926b51585b29facc3b6ad4d9fab9ad2a9': -3.1906714, 'f2429a067840e7a366d49127ac598952058d21b9b31e22f3fd5d9fb3819a9e59': -3.3349972, '045999488da64db90df09512fd8195752a90293cf360def40728d2471e6230e0': -3.4080577, '2701a29a01715945a1faf1a0578c10ffb9496390d483166e3540bcdad9603536': -3.6501963, '1370dcc2f8d66f21cb475cfc8556ad3f9854fc0950c15582e2843d687cd557df': -3.650888};2;0.5;0.416025641025641;0;1;1;1;1;1;1;1;1;1
Bug8;0;1;App crashes;Easy;2;['2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0', 'a77eeb613bdff27be2615cea0223f0b093401c8f89baa1926d68c72f9408aa83'];{'0ed55cde92a3feeca808a39a1276cede17a00b5f2f1ea3dd190d3a68229b3c22': 3.9369419, 'd73b66942d2e9475c8c1b2a463ead05171b6944d79e3012ad63827084aa42267': 3.8956676, '2e5e422dbfe6aa35ea4c9e89f4f1f4696811d7115b56f663b5a3945ee91a4c55': 3.846119, '9a3173283f6668cf5642b4f07f7017e68f71f46f615dcefd38c4a4a9af77cdac': 3.8033714, '84d387437eec84d63e6598b0787b7e7e73990493ca4200613baca4ae680ba116': 3.4875324, 'a77eeb613bdff27be2615cea0223f0b093401c8f89baa1926d68c72f9408aa83': 2.4758027, '0dafafd60913d685ea98177634fa45b29d7ddc5c3006d6706d888c5a5cf178b0': 2.407637, '8c06cdc43d1b64d18abaafdb0cd12e83811281ab1ec606b56497ed0512387291': 2.1399012, 'fc74e0d43d65e6dd39f0c11efaba2c6907fd6404f90d4e5361e773f3cb83c314': 1.1008043, '4927f0fa4c5c12282ba2cf4245902d9a0d4bca0b8aaadad6cf13283cdcaf748e': 0.8938506, '9e20480ed2e7226f7d07b00e80e2393e056accfe3da6c2e3de025a00280d57e3': 0.8289683, 'c08ac57e4d4f31a73ee5dab1e42ea1d929bef287e2db95949b625af55ce4c664': 0.8056866, '19e485888ce565e0a41c4881a0cb24f2e66ba9e92980deef6037e57761ef8e25': 0.20229763, '958fa3eb3b8ee082aab009e414846190c2c846c906815725bfa4ab735de9c749': 0.1208455, 'cfce37e7fc52c640d450a7923d19b0cf319643a8dc7a24afc619ff5ce9d1ac90': 0.1160264, 'af1991f75940f74afb6d1b6827a17e1d6f42addab8515dcf0366fbef4ffd6558': 0.06456837, '4854be37b61f8981343a5cea80f6af40bc8836f62155e4c29680ee023c9034cc': -0.058845192, '9319a299cc61947dde4a833c62f14d8c908b63258633f05405e132ed3cc91b09': -0.1506623, '2a5c0096863827ed62597c8fd29b1f7d15df7d755a724c57347ec6f78404ee2e': -0.23364916, '05d6ae43cb0001338867b2027ce2086e7005fd06f12d64f1364c80fe61f6c3a1': -0.23684853, '38083b5c8fa8e4072ebaa3b0d8d495758a11aca163b6c29e6f384adf4ed0c4b6': -0.24105448, '94789e8f36c92b10d86917d410696453e4aa8dfaeac79db319d2cd3aaa33c974': -0.947509, 'a1a9c1162d9e358883ffdee4f6032c30880f2c8d08191a3df40541d2793f3b92': -0.9618478, '8aa4e82a4161e65d9e3d60caa17782358c78c00d5014d6dde81cf5ab38178fb2': -1.0224895, '2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0': -1.2155517, 'c39d0f3e9c58bf506904e3878585211b2b664cad3a0505fa1bb18f14203de4bc': -1.7425425, '6b6a8baed16220b17fc42cac9f9551db36d446efbc0ff210ae865c09b73ed86b': -1.9342542, 'a30c560eb877be28cae5f0831da32e9c11d21bf327bc63685dca228ee3e53b28': -1.9642524, 'bbbf48743dba1727450e5ab499e0c554ff2aabb82eeb8efdd20632c7f60ef643': -2.2650766, 'ed4fd8c8a7fde325cb27ad54d694d20a8f7f75272c1189e8d426291bc33a6749': -2.3093305, '87a0f8df4b6d4a53c4f1561aafa5d5596252718d0990d26ed257c557ef76744a': -2.6524198};6;0.16666666666666666;0.12333333333333332;0;0;0;0;0;1;1;1;1;1
Bug10;0;1;Undesirable  behavior ;Hard;4;['a0ae2c21a12bc864024f18b7af900668f54e251f7fd5fc6e49da5bf1f8c6a013'];{'a0ae2c21a12bc864024f18b7af900668f54e251f7fd5fc6e49da5bf1f8c6a013': 3.5413826, 'a92536da6b0e0ed03539ad451ca79e6d7b9441f0d499de77515f2e9da10b618c': 2.1316488, '0f07de9a0c5c5718fc51f783fc6f8aed3f8a87dcc3a8f8f2e437d48cadef943b': 2.0863411, '194df85208e4efc3369e1cbffc83cfae9cb5db809635af3804491e5966f2126a': 1.802049, '6a889d592a3ca20abe3a51505cc6ad317185584199aa3ad063cb412930c7743e': 1.7249993, 'c293fdb0e82c0463154866eea37879c3e3e00311b1e1adf6d76a89121d5997be': 1.5901092, 'a40476d2cf98ac6f79d61cc121eacc8258f411b8dbbaf5d205c630fc4ecbf35e': 1.2083267, '7741f075569d85672942edec3bd3f951f2d3ecbf52164fa9c1295fc3f4afaf1c': 1.1727525, 'dc40c348ec52a32d76d70561225ee4f35c6a7fbc2abb3d2db9a2a6228eba5654': 1.1681056, 'd00b986cc36b96dd9ef7d8ee8da02ceb92fe900401db210022371a98552f0eff': 1.1642472, '9a8d7e9c37c38e47c6aba6fba3afb88ae73509263f7a75fb4c2e178d609c6a77': 1.088771, 'a1c1f82a15f7aff43ec0eeb342ae833df2f53218b59c629052a23a80ba0a2500': 0.9597472, '201682e804aa4100777d0764c54cb843b54964ac286078371f16227d38618337': -0.099818975, 'c45908f13fb405bef4c3f89a4e654dac37a1c5ebdeb8ae807e286d7506d450c5': -0.26029348, 'f9deaa0cad9f0599bd8309643680835cf1e0b0021b96bb2a58eb763dedeb0ee6': -0.56386083, '653f620c726c83fcae3b9758190ab588c923c1cb5e7e96f77ed11ebddf7fd5c5': -0.84526575, '7901042a565a6ee637b49c29e99412cb80328c6684f2ec7470f9b64a69ff0052': -0.9589874, '730e3c4843ee58cf1383dc2982da94f8aa013fcbd23d6ec4bfc2ce326166cc18': -1.123384, 'a618078cbe0984874cd285615b6ee233bf7bf7dd21c3535c45bb7fd9f4d91b4d': -1.1752193, '9ef0ba1346f009b3845681138e0fba2bc2f6ce26feec6452efa5e23609d8faf1': -1.2025678, '9dc5e75097a7fa1937a2510f782753bac2047a2037524e779ded1c3b1ea7ddab': -1.221774, '5f96e016e6b0094bba1a1d3444962e4fd67b1fdc828fcee05585b4efcefc93f0': -1.2978852, 'e5299c7fb801280b6b75665debed6fddc0b365dea0547948d891ce629fc7b0fe': -1.3225553, '46477c150951008677afd56f8bab23c71bc9190ba84ff1fc3f28b4f82a0a8044': -1.3481781, 'ea2343d2493657d708980e63fb7e076b84f253512076151c20c2d2747b017bc5': -1.3854258, '877576d88366fb60647fe01af3eb7ed4ac6ef82d336fc78400d35503c04230ce': -1.4088696, '9a83b9d7b4903d4d8ecded8211b21b2b01ef7bac36373ce16a9ce45bee893950': -1.4096032, '3781300d10568929ff9868876048eaa82271638c179c6c79ea4f785c3df70bdf': -1.4325798, '97ca9eaeceb36b2b7a1424488fc32186c4d7c9d9b8b23c74d698776baab7faf8': -1.4341339, 'e1a8c9aa0dda6fc010c06b17a133d9405dd4d2f60c5bd7e79e75397d354d0dea': -1.4433486, '375fa93833ffdc6704637bd019fd99e1dc554819a1a721e06cab548e7b06839f': -1.4499688, '713f2c0f2ab3e91d56cfacbaf33bee6da56263083c8aa9388dfb7815570a7a0e': -1.4536151, '9dff3ec6c80be5b937dc6063a5185e05c1d779c0bf893e4dc2fe1986b4fe2794': -1.4845657, '94ddd5532707fb292e1ee37d3c066cb1c0623d5ffb33a1c48897d1064c82cd58': -1.4929583, 'a427d0d22f3b87feb7d16e3776347eb38966cba9284dd8cdb04a7b07f9a9d8d6': -1.5010351, '8ba2e7a24de0460c9e50b7bc749e39d17b091d6be839be0a7726d937bc36eecf': -1.5247036, '57ef1acebbf3c25daa471138e2d507af8ff002cf011553cae7744e418f077c13': -1.5395905, '6233600fff2803346065139132c1cdfdf6b64ac994d6442f7e9082a049893cbe': -1.5436383, '91613483e4ebf6c6ce4e47bc75cbc404344e9ee8e8789be90bdb33abec7bf647': -1.5776451, '175107a4d10afc56eb7b60ac3eff438ad0bdab87ba45e6f70d4b5cf425db5314': -1.591364, 'bdd91ce634b882850dae24a13a29bc9abb58ed688c2769bf9370866af4df7f53': -1.6107509, '057bf89a532996565e14485403d1202d525f45969d7c1c9258bb9ee4b9fe566f': -1.6149938, '83d4d644948d7747a3293f2ae95a57fd391f3be3164eb01736c5a3727ae2ffde': -1.6177201, 'f507d4382026cf9a595e857267b97b2b71e173fff2081b19da7f37c60be60b3b': -1.6427196, '00f67e93bb84bbdbb54594b50d96d267def5e51df3a04d5deb1c0f100108824b': -1.6672815, '68f2fda3106ea5814576a8f50d861a67ef56522af57d100fec7f96de2b3b35a0': -1.699124, '5f23cbb1201773881bcfce0073f04fedbd589d6ee89747a849e6967368d058fb': -1.7643118, '76328fa422be4a83d918e14213e2b98c1fd09ab6d5d7b58385ae424c4f30c46c': -1.7799203, 'f610b00ce94c9d5598b40c3370b0a4aa2c8d9589e6614d550df68549df7fc3e0': -1.7960906, 'e04f2e4b279e6cf91d43e7519dd8eb1b51c160a2be82a7ab2b73d3d130cedb95': -1.7966222, 'b1aab852f89663273a84f2aa8c014bc352b3b3324b6bc9470b22d6f338e5e33f': -1.8033609, 'a55b0207c20ab019ba6dc7dcdd1a8cebb777383adf07f4ad7e5c7205aebccef4': -1.8081019, '3108bec7405c36fc6fdb2ddadfd3757ace3048d9e5586b9c73e22b36dce8ef2b': -1.8290708, '61730fee40943d7766d05209a78150c6b3cb5f45ca1cfb072a033c4a76ccf37a': -1.846755, 'cdfb498d41a7bc383e13460f4d8e50421cc19285cf8d2c671249d8578c52a76f': -1.925571, 'd08b1ab73a6a59aad22c03e98f9dbf75f1662e9104de001affc0de9a27998cbe': -1.9479123, '5666c14385d21f5d8ae4170ac526ca49a824f6b875606a6010a60ccbe2792ef9': -2.006868, '3baf717e4c41b47dba42300d6c78b93969d30973d4a5b63931581d500152db9f': -2.0171397, '45c9d0bbf7bbbe0cadbf0da9de5641a378cdd630183233a5177df288e67eee0d': -2.0700028, '1d87f7aade9d02561e9f22dd5eae83f0c37aba2e22c8a3701a87b1e6d880a59f': -2.0735586, '8de935faca46df4dd57db783fe29f7238728e2f4a62a2e4f07eae9b1f772a4f1': -2.0737953, '243e877bc2a3e7adcc36d93d2d9ac91530a932b270bd527d3c4669e1a157e41c': -2.083953, 'e1c0917ec6529d544288aab05ccd514ab1eb7ef3fbb3e42b094cca9e67a33f4e': -2.1316283, '7ac3e405e0c4b591106903e31d4273f06144c738fa0980aad73710c8367d60a4': -2.165975, 'd5f91188e3707ddf38cd16f9777ec48b252e2b34ba50e8ecaca1eab350712a7f': -2.1695414, '63b8e2aea5ec257ffc97550b68cfa2fe31cae26061a34964672c5448d93e08f0': -2.17732, '2cd832250fbbcaf13b4a2f5369de62ae4ca9e8192dbe4c923dc848c0026a7209': -2.2415566, '1f5c4c825e3c4def0f27e3b07e2b07d91db72954fd0861c8462e399f35a6faff': -2.2499428, 'fc0af7ccbe2e45276dbc390d94120e10ddd393f763b536312f0b72ef5bcb5272': -2.2538934, '3371db9424ecab4eb53c73ff32a34e08a26037657e0b72353c97cbaf42bc05c5': -2.282785, '11583f8c89158ec5f8c2c1889189913a4d449d7fa51904dd00ae0dd76d1457ee': -2.317404, 'c13edbc3bcab52c2504820f05ac9566b89cdfd12aecf76f601bcb7582da42807': -2.3306568};1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
