# of Queries;MRR;MAP;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10
228;0.4151219714156429;0.3847096117883701;0.25877192982456143;0.39035087719298245;0.45614035087719296;0.5263157894736842;0.5570175438596491;0.6008771929824561;0.6842105263157895;0.7280701754385965;0.7894736842105263;0.8114035087719298
