# of Queries;MRR;MAP;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10
228;0.38138629512181055;0.3479970910443752;0.20614035087719298;0.33771929824561403;0.4649122807017544;0.5263157894736842;0.5921052631578947;0.6403508771929824;0.6666666666666666;0.7149122807017544;0.7412280701754386;0.7807017543859649
