# of Queries;MRR;MAP;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10
228;0.45718391704904787;0.4428822593342457;0.2850877192982456;0.4473684210526316;0.5175438596491229;0.5921052631578947;0.6710526315789473;0.7236842105263158;0.7719298245614035;0.8114035087719298;0.8201754385964912;0.8333333333333334
