# of Queries;MRR;MAP;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10;# of Failed Cases
228;0.410717982957405;0.38392526448625114;0.2850877192982456;0.38596491228070173;0.4649122807017544;0.5219298245614035;0.5745614035087719;0.6228070175438597;0.6666666666666666;0.6842105263157895;0.6973684210526315;0.7236842105263158;18
